url,type,title,category,subcategory,votes,private,created_at,text,user_from,user_from_role,user_to,user_to_role,thread_id
https://us.edstem.org/courses/2345/discussion/139594?comment=351425,question,Why does the expand method in the skeleton code adds already visited nodes as children?,Assignments,Assignment 1,0,False,2020-10-07T04:41:36.836586+11:00,"Ah yes, perhaps better to say week 2 project",igopepra,,canhuzmeli,,2345/discussion/139594
https://us.edstem.org/courses/2345/discussion/139594?comment=349185,question,Why does the expand method in the skeleton code adds already visited nodes as children?,Assignments,Assignment 1,1,False,2020-10-06T02:46:11.730219+11:00,"Hi there,

This is a good question. The truth is that it doesn't really matter where you check to see if the child node is explored or not. When I implemented the solution for the 8 puzzle, I checked to see if the node was explored or not before adding it to the fringe/frontier/etc, and it didn't change the answer for me.

As for the max-depth of 66126 or 66125, those specific numbers should be fine. ",Ashvin,admin,igopepra,,2345/discussion/139594
https://us.edstem.org/courses/2345/discussion/139594?comment=351423,question,Why does the expand method in the skeleton code adds already visited nodes as children?,Assignments,Assignment 1,0,False,2020-10-07T04:39:57.872751+11:00,"Thanks you Ashvin! I'm just wondering why I have 66125 instead of 66126 since that is part of the assignment grade :)

I'm also checking if the node has already been explored before adding it to the frontier. What I suspect is that the skeleton code expand method add one of the ancestor as children in the deepest level, that's why it shows 66126 instead of 66125.

Anyways, I agree this is not as important as finding the right path :)

Have a great day!",igopepra,,Ashvin,admin,2345/discussion/139594
https://us.edstem.org/courses/2345/discussion/139852,question,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-03T18:37:12.52778+10:00,"I have been successful in ""Launching Project"" in the past couple days until now.  Today, when I do so I get ""400 Bad request: NOVOC"" in the Terminal area.

Tried reload, incognito window, different browsers (Chrome & Safari) even restart.

Now most of my attempts results in a blank window.  At one point I got a window saying ""gateway time-out"" with the message ""Our security vendorhas intercepted this page"".

I suspect this may be due to my use of my company laptopand that I am on and off VPN connections sometimes.

Does anyone know where I can get help?",bsoo920,,,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139852?comment=345634,question,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-04T04:11:57.95507+11:00,"Works now!  I had emailed their support last night and this is what I got back (in part): ""We had a system-wide issue between 11pm-9am PST. It has been restored.""",bsoo920,,bsoo920,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139852?answer=345374,answer,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-03T20:20:31.324852+10:00,"Hello!



I am trying to access Vocareum from my personal computer for the first time and it gives me the same error. I interpret it as the website being currently down.

Will try again tomorrow, I hope this does not happen often and especially not near to deadlines.



UPDATE: I was able to access by going directly into Vocareum without using the link in edX, but when I clicked on the My Work link it did not give any response... I think they are having response time issues.",victor_osorio_paris,,bsoo920,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139852?comment=345566,answer,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-04T03:10:11.049438+11:00,"That is comforting to know it's not me!  Now it's giving ""503 Service Unavailable""!",bsoo920,,victor_osorio_paris,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139852?answer=348180,answer,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-05T12:26:13.330606+11:00,"Anyone else still having issues? I only get a blank white screen, nothing loads.

",andersala,,bsoo920,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139852?comment=348558,answer,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-05T15:18:28.152311+11:00,It's currently working for me.,bsoo920,,andersala,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139852?comment=349037,answer,"""400 Bad request: NOVOC"" from Vocareum",Assignments,Assignment 1,0,False,2020-10-06T00:46:06.328635+11:00,Thanks. It's working for me now too.,andersala,,bsoo920,,2345/discussion/139852
https://us.edstem.org/courses/2345/discussion/139940,question,DFS test case... what is going on?,Assignments,Assignment 1,0,False,2020-10-04T01:22:03.06181+10:00,"Hi everyone!



I had done the implementation of both BFS and DFS algorithms for assignment 1.



The test case for BFS works perfect and I tried it with a real 8-puzzle online and the path (sequence of actions) given for that particular puzzle was perfect.



For the DFS one I am finding something strange when comparing my results to the test case... My algorithm finds a better (time-wise not cost wise) and completely different solution (path) than the one in the test case shown which is Up, Left, Left.



My solution is way longer to execute, but I tried it for real on an 8 puzzle I draw and it works! And the DFS algorithm actually found it by just exploring 31 nodes... ??!! Which are actually the 31 steps I have to follow for the solution...



My solution goes depth-first without repeating any given state of the puzzle, but the one in the test case goes back to the third level at some point, that is why it finds a solution at the third level (Up, Left, Left)...

How is that possible? How is it that I am finding the solution of the test case at level 31 after exploring 31 nodes and the test case finds a solution at 3 after exploring 181k nodes? I am following Up, Down, Left, Right priority...

Is it possible that the test case is wrong?

",victor_osorio_paris,,,,2345/discussion/139940
https://us.edstem.org/courses/2345/discussion/139940?answer=345560,answer,DFS test case... what is going on?,Assignments,Assignment 1,1,False,2020-10-04T03:07:24.835+11:00,"Sorry guys...

I read the FAQ for the assignment and found this issue is already handled there.

My implementation had the fringe state as a queue of states objects (a class I created) and not the actual representation of the puzzles, so new states where added regardless if the solution was already on the queue.",victor_osorio_paris,,victor_osorio_paris,,2345/discussion/139940
https://us.edstem.org/courses/2345/discussion/139940?comment=359590,answer,DFS test case... what is going on?,Assignments,Assignment 1,0,False,2020-10-11T02:09:28.040138+11:00,"Victor, I have the same issue, cost 31. I did a graphic representation of what is happening, and according to the lecture and what I saw during debug, it is correct... I'm waiting some good soul take a look in my post and point where is not correct... Could you please take a look?

https://us.edstem.org/courses/2345/discussion/146079

",fer_goldbach,,victor_osorio_paris,,2345/discussion/139940
https://us.edstem.org/courses/2345/discussion/140226,question,Process killed in Vocareum,Assignments,Assignment 2,0,False,2020-10-04T10:39:02.638409+11:00,"Hi,

When running the code in Vocareum, I get the following error code and the run stops: 

../resource/scripts/run.sh: line 3: 28829 Killed        python3 GameManager.py


Any clue as to why the process is killed?



More detail:

This only happens many steps after passing the tile 2048 (but not yet reaching the 4096 tile). I am wondering if this is linked to the depth of search exceeding a threshold due to less breadth of search (less empty tiles, more depth). Or more generally, the stack limit being exceeded.

I reduced the maximum breadth to 12. On my laptop, the maximum breadth reached is usually 6 to 8, so I doubt it reaches 12 on Vocareum but I don't know. Even with 12 as limit, I still get the issue.

Thanks!

",JulienVM,,,,2345/discussion/140226
https://us.edstem.org/courses/2345/discussion/140226?comment=346866,question,Process killed in Vocareum,Assignments,Assignment 2,0,False,2020-10-04T19:38:14.555113+11:00,"Here is a screenshot for another run.

The details represent the player's turn. After the player's turn, the computer adds a tile in the computer's turn. Then the process is killed before it's the player's turn.

The details were added here to provide additional info, but the issue arises regardless of the execution of print() in PlayerAI.

I spotted the issue when I was not printing anything to the screen from playerAI, so the additional details printed here is not the cause (line ""DECISION U Score..."").",JulienVM,,JulienVM,,2345/discussion/140226
https://us.edstem.org/courses/2345/discussion/140226?comment=350077,question,Process killed in Vocareum,Assignments,Assignment 2,0,False,2020-10-06T10:13:50.758217+11:00,"I decided to submit my algorithm (despite the process being killed when doing a normal run).

This worked.

In the results, I got cases at 2048 and at 4096 so, the process didn't get killed in the grading system.",JulienVM,,JulienVM,,2345/discussion/140226
https://us.edstem.org/courses/2345/discussion/140226?answer=392843,answer,Process killed in Vocareum,Assignments,Assignment 2,0,False,2020-10-28T05:56:17.935029+11:00,"Hey guys, 

please refer to this post, 

https://us.edstem.org/courses/2345/discussion/157579

best,

Adam",Adam,admin,JulienVM,,2345/discussion/140226
https://us.edstem.org/courses/2345/discussion/140578,question,Greetings from Hong Kong,Social,,0,False,2020-10-05T02:38:28.40579+11:00,I am Jeffrey Yau from Hong Kong.  Nice to meet you in the AI course.  ,JeffreyYau,,,,2345/discussion/140578
https://us.edstem.org/courses/2345/discussion/140578?comment=362969,question,Greetings from Hong Kong,Social,,0,False,2020-10-13T04:00:26.210488+11:00,Nice too meet you!  I hope you are doing well in HK.  ,tierneyjyoung,,JeffreyYau,,2345/discussion/140578
https://us.edstem.org/courses/2345/discussion/141244,post,recover original work/imdb_tr.sample.csv,Assignments,Assignment 5,0,False,2020-10-05T19:59:24.449683+11:00,"I have accidentally overwritten work/imdb_tr.sample.csv

Trust this is the example file (imdb.tr.csv) mentioned in the instruction

How can I get it back? ",JeffreyYau,,,,2345/discussion/141244
https://us.edstem.org/courses/2345/discussion/141244?comment=348891,post,recover original work/imdb_tr.sample.csv,Assignments,Assignment 5,2,False,2020-10-05T21:24:20.847378+11:00,I am able to locate it in resource/startercode,JeffreyYau,,JeffreyYau,,2345/discussion/141244
https://us.edstem.org/courses/2345/discussion/141244?comment=429419,post,recover original work/imdb_tr.sample.csv,Assignments,Assignment 5,0,False,2020-11-18T06:13:12.872762+11:00,"It was missing for me too in the Vocareum /work/ folder. To get it, I went to Actions (button) > Download starter code to download the ZIP and it was there.",allan 5050,,JeffreyYau,,2345/discussion/141244
https://us.edstem.org/courses/2345/discussion/141244?comment=429420,post,recover original work/imdb_tr.sample.csv,Assignments,Assignment 5,0,False,2020-11-18T06:13:44.442063+11:00,",text,polarity
0,""Bromwell High cartoon comedy. It ran time programs school life, """"Teachers"""". My 35 years teaching profession lead believe Bromwell High's satire much closer reality """"Teachers"""". The scramble survive financially, insightful students see right pathetic teachers' pomp, pettiness whole situation, remind schools I knew students. When I saw episode student repeatedly tried burn school, I immediately recalled ......... .......... High. A classic line: INSPECTOR: I'm sack one teachers. STUDENT: Welcome Bromwell High. I expect many adults age think Bromwell High far fetched. What pity isn't!"",1
1,""Homelessness (or Houselessness George Carlin stated) issue years never plan help street considered human everything going school, work, vote matter. Most people think homeless lost cause worrying things racism, war Iraq, pressuring kids succeed, technology, elections, inflation, worrying they'll next end streets.But given bet live streets month without luxuries home, entertainment sets, bathroom, pictures wall, computer, everything treasure see it's like homeless? That Goddard Bolt's lesson.Mel Brooks (who directs) stars Bolt plays rich man everything world deciding make bet sissy rival (Jeffery Tambor) see live streets thirty days without luxuries; Bolt succeeds, wants future project making buildings. The bet's Bolt thrown street bracelet leg monitor every move can't step sidewalk. He's given nickname Pepto vagrant it's written forehead Bolt meets characters including woman name Molly (Lesley Ann Warren) ex-dancer got divorce losing home, pals Sailor (Howard Morris) Fumes (Teddy Wilson) already used streets. They're survivors. Bolt isn't. He's used reaching mutual agreements like rich it's fight flight, kill killed.While love connection Molly Bolt wasn't necessary plot, I found """"Life Stinks"""" one Mel Brooks' observant films prior comedy, shows tender side compared slapstick work Blazing Saddles, Young Frankenstein, Spaceballs matter, show it's like something valuable losing next day hand making stupid bet like rich people don't know money. Maybe give homeless instead using like Monopoly money.Or maybe film inspire help others."",1
2,""Brilliant over-acting Lesley Ann Warren. Best dramatic hobo lady I ever seen, love scenes clothes warehouse second none. The corn face classic, good anything Blazing Saddles. The take lawyers also superb. After accused turncoat, selling boss, dishonest lawyer Pepto Bolt shrugs indifferently """"I'm lawyer"""" says. Three funny words. Jeffrey Tambor, favorite later Larry Sanders show, fantastic mad millionaire wants crush ghetto. His character malevolent usual. The hospital scene, scene homeless invade demolition site, all-time classics. Look legs scene two big diggers fighting (one bleeds). This movie gets better time I see (which quite often)."",1
3,""This easily underrated film inn Brooks cannon. Sure, flawed. It give realistic view homelessness (unlike, say, Citizen Kane gave realistic view lounge singers, Titanic gave realistic view Italians YOU IDIOTS). Many jokes fall flat. But still, film lovable way many comedies not, pull story traditionally reviled members society truly impressive. Its The Fisher King, crap, either. My complaint Brooks cast someone else lead (I love Mel Director Writer, much lead)."",1
4,""This typical Mel Brooks film. It much less slapstick movies actually plot followable. Leslie Ann Warren made movie, fantastic, under-rated actress. There moments could fleshed bit more, scenes could probably cut make room so, all, worth price rent see it. The acting good overall, Brooks good job without characteristic speaking directly audience. Again, Warren best actor movie, """"Fume"""" """"Sailor"""" played parts well."",1
5,""This isn't comedic Robin Williams, quirky/insane Robin Williams recent thriller fame. This hybrid classic drama without over-dramatization, mixed Robin's new love thriller. But isn't thriller, per se. This mystery/suspense vehicle Williams attempts locate sick boy keeper.Also starring Sandra Oh Rory Culkin, Suspense Drama plays pretty much like news report, William's character gets close achieving goal.I must say I highly entertained, though movie fails teach, guide, inspect, amuse. It felt like I watching guy (Williams), actually performing actions, third person perspective. In words, felt real, I able subscribe premise story.All all, it's worth watch, though it's definitely Friday/Saturday night fare.It rates 7.7/10 from...the Fiend :."",1
6,""Yes art... successfully make slow paced thriller.The story unfolds nice volumes don't even notice happening.Fine performance Robin Williams. The sexuality angles film seem unnecessary probably affect much enjoy film. However, core plot engaging. The movie doesn't rush onto still grips enough keep wondering. The direction good. Use lights achieve desired affects suspense unexpectedness good.Very nice 1 time watch looking lay back hear thrilling short story!"",1
7,""In """"critically acclaimed psychological thriller based true events, Gabriel (Robin Williams), celebrated writer late-night talk show host, becomes captivated harrowing story young listener adoptive mother (Toni Collette). When troubling questions arise boy's (story), however, Gabriel finds drawn widening mystery hides deadly secretåÉ"""" according film's official synopsis.You really STOP reading comments, watch film NOW...The """"How lose leg?"""" ending, Ms. Collette planning new life, chopped off, sent """"deleted scenes"""" land. It's overkill. The true nature physical mental ailments obvious, time Mr. Williams returns New York. Possibly, blindness could question - revelation could made certain either """"highway"""" """"video tape"""" scenes. The film would benefit re-editing - """"director's cut""""? Williams Bobby Cannavale (as Jess) don't seem, initially, believable couple. A scene two establishing relationship might helped set stage. Otherwise, cast exemplary. Williams offers exceptionally strong characterization, """"gay impersonation"""". Sandra Oh (as Anna), Joe Morton (as Ashe), Rory Culkin (Pete Logand) perfect.Best all, Collette's """"Donna"""" belongs creepy hall fame. Ms. Oh correct saying Collette might be, """"you know, like guy 'Psycho'."""" There several years organizations giving acting awards seemed reach women, due slighter dispersion roles; certainly, could noticed Collette award consideration. She good. And, director Patrick Stettner definitely evokes Hitchcock - even makes getting sandwich vending machine suspenseful.Finally, writers Stettner, Armistead Maupin, Terry Anderson deserve gratitude flight attendants everywhere.******* The Night Listener (1/21/06) Patrick Stettner ~ Robin Williams, Toni Collette, Sandra Oh, Rory Culkin"",1
8,""THE NIGHT LISTENER (2006) **1/2 Robin Williams, Toni Collette, Bobby Cannavale, Rory Culkin, Joe Morton, Sandra Oh, John Cullum, Lisa Emery, Becky Ann Baker. (Dir: Patrick Stettner) Hitchcockian suspenser gives Williams stand-out low-key performance.What celebrities fans? What near paranoia one associates almost norm? In latest derange fan scenario, based true events less, Williams stars talk-radio personality named Gabriel No one, reads stories he's penned airwaves accumulated interesting fan form young boy named Pete Logand (Culkin) submitted manuscript travails troubled youth No one's editor Ashe (Morton) gives No one read himself. No one naturally disturbed ultimately intrigued nightmarish existence Pete abducted sexually abused years finally rescued nurse named Donna (Collette giving excellent performance) adopted boy correspondence No one reveals Pete dying AIDS. Naturally No one wants meet fans suddenly doubt possibly devious ulterior motives seed planted estranged lover Jess (Cannavale) whose sudden departure New York City apartment No one emotional tailspin grown tempest teacup decides investigating Donna Pete's backgrounds discovering truths didn't anticipate.Written Armistead Maupin (who co-wrote screenplay former lover Terry Anderson film's novice director Stettner) based true story fan's hoax found Hitchcockian moments run full tilt like good old fashioned pot-boiler does. It helps Williams gives stand-out, low-key performance conflicted good-hearted personality genuinely wants believe number one fan fact real love (the one thing escaped reality) unsettling dreadful moments creepy Collette whose one physical trait I leave unmentioned underlines desperation character rattle core.However film runs gas eventually becomes bit repetitive predictable despite finely directed piece hoodwink mystery Stettner, pays listen inner voice: careful hope for."",1
9,""You know, Robin Williams, God bless him, constantly shooting foot lately dumb comedies done decade (with perhaps exception """"Death To Smoochy"""", bombed came cult classic). The dramas made lately fantastic, especially """"Insomnia"""" """"One Hour Photo"""". """"The Night Listener"""", despite mediocre reviews quick DVD release, among best work, period.This chilling story, even though doesn't include serial killer anyone physically dangerous matter. The concept film based actual case fraud still yet officially confirmed. In high school, I read autobiography child named Anthony Godby Johnson, suffered horrific abuse eventually contracted AIDS result. I moved story I read reports online Johnson may actually exist. When I saw movie, confused feelings Robin Williams brilliantly portrayed resurfaced mind.Toni Collette probably gives best dramatic performance ultimately sociopathic """"caretaker"""". Her role far cry movies like """"Little Miss Sunshine"""". There even times looked camera I thought staring right me. It takes good actress play sort role, it's understated (yet well reviewed) role makes Toni Collette probably one best actresses generation even nominated Academy Award (as 2008). It's incredible least one woman world like this, it's scary too.This good, dark film I highly recommend. Be prepared unsettled, though, movie leaves strange feeling end."",1
10,""When I first read Armistead Maupins story I taken human drama displayed Gabriel No one cares loves. That said, given film version excellent story expected see past gloss Hollywood...Writer Armistead Maupin director Patrick Stettner truly succeeded! With right amount restraint Robin Williams captures fragile essence Gabriel lets us see struggle issues trust personnel life(Jess) world around him(Donna).As introduced players drama reminded nothing ever seems smallest event change lives irrevocably. The request review book written young man turns life changing event helps Gabriel find strength within carry move forward.It's bad people avoid film. I say average American probably think """"Robin Williams serious role? That didn't work before!"""" PLEASE GIVE THIS MOVIE A CHANCE! Robin Williams touches darkness must find go better people. Like movie One Hour Photo stepped actor made another quality piece art.Oh I forget, I believe Bobby Cannavale Jess steals every scene in. He 1940's leading man looks screen presence. It's hacks opinion could carry movie right now!!S~"",1",allan 5050,,allan 5050,,2345/discussion/141244
https://us.edstem.org/courses/2345/discussion/141244?comment=429423,post,recover original work/imdb_tr.sample.csv,Assignments,Assignment 5,0,False,2020-11-18T06:14:49.242365+11:00,"The above is what's in the downloaded imdb_tr.sample.csv file.

",allan 5050,,allan 5050,,2345/discussion/141244
https://us.edstem.org/courses/2345/discussion/141356,post,data structures,Assignments,Assignment 1,3,False,2020-10-06T01:08:59.782752+11:00,"Ok so, I found these readings useful, or a good starting point, when trying to implement adequate data structures 

https://en.wikipedia.org/wiki/List_of_data_structures

https://docs.python.org/3.6/contents.html

https://wiki.python.org/moin/TimeComplexity

",PedroLimaSousa,,,,2345/discussion/141356
https://us.edstem.org/courses/2345/discussion/141356?comment=349198,post,data structures,Assignments,Assignment 1,3,False,2020-10-06T02:57:16.162505+11:00,"These links are great. As for more resources, I'd like to add two books

Introduction to Algorithms, by CLRS: This book has an incredible selection of Data Structures and Algorithms, and is usually used in an Advanced Algorithms class.

https://www.amazon.com/Introduction-Algorithms-3rd-MIT-Press/dp/0262033844

Artificial Intelligence, A Modern Approach: This book is a must have if you are serious about Artificial Intelligence. This book covers so much about AI from classical methods, to probabilistic methods, to RL, NLP and Computer Vision and Robotics. It is a great introduction to the field if you are starting out.

https://www.amazon.com/Artificial-Intelligence-A-Modern-Approach/dp/0134610997/ref=sr_1_3?dchild=1&keywords=artificial+Intelligence&qid=1601913397&s=books&sr=1-3

Hope this helps!",Ashvin,admin,PedroLimaSousa,,2345/discussion/141356
https://us.edstem.org/courses/2345/discussion/141356?comment=351503,post,data structures,Assignments,Assignment 1,0,False,2020-10-07T05:36:12.541018+11:00,"I just got my copy of ""Artificial Intelligence, A Modern Approach"". It is long! over 1000 pages! It will keep me busy for a long time....",Juan_M_Arias,,Ashvin,admin,2345/discussion/141356
https://us.edstem.org/courses/2345/discussion/141356?comment=477900,post,data structures,Assignments,Assignment 1,0,False,2020-12-30T03:57:49.094281+11:00,"that's sure for me too..... so hope be in touch!

",Hari Danse,,Juan_M_Arias,,2345/discussion/141356
https://us.edstem.org/courses/2345/discussion/141714,question,Anyone working on Mac OS 10.15.5 (Catalina),Assignments,Assignment 1,0,False,2020-10-06T09:32:50.999731+11:00,"Hello there,

I was wondering if anyone is working with Anaconda (Latest version) on Catalina?. I have not been able to install Git yet...Any suggestions?



Cheers

R",rrocy,,,,2345/discussion/141714
https://us.edstem.org/courses/2345/discussion/141714?answer=351297,answer,Anyone working on Mac OS 10.15.5 (Catalina),Assignments,Assignment 1,0,False,2020-10-07T03:34:30.219337+11:00,What trouble are you having?,Tanvi Hisaria,admin,rrocy,,2345/discussion/141714
https://us.edstem.org/courses/2345/discussion/141714?comment=358138,answer,Anyone working on Mac OS 10.15.5 (Catalina),Assignments,Assignment 1,0,False,2020-10-10T03:45:34.200014+11:00,"Hello Tanvi, 



It was just an issue of installing Development Tools, but I got them from the Dev Site :)

",rrocy,,Tanvi Hisaria,admin,2345/discussion/141714
https://us.edstem.org/courses/2345/discussion/141714?answer=351476,answer,Anyone working on Mac OS 10.15.5 (Catalina),Assignments,Assignment 1,1,False,2020-10-07T05:21:03.396513+11:00,"I am using 10.15.7. I didn't have any issues installing Anaconda. I used Anaconda Explorer to install git.  I didn't have any issues with that either. 

",Juan_M_Arias,,rrocy,,2345/discussion/141714
https://us.edstem.org/courses/2345/discussion/141714?comment=358137,answer,Anyone working on Mac OS 10.15.5 (Catalina),Assignments,Assignment 1,0,False,2020-10-10T03:44:56.433046+11:00,"Anaconda runs fine...I was trying to run other code that required the Developer Tools and I was having issues with the installation. However, I found access to the Dev Tools via their Development Site. Here is the link in case anyone needs to get access to it too ;)

https://developer.apple.com/download/more/

",rrocy,,Juan_M_Arias,,2345/discussion/141714
https://us.edstem.org/courses/2345/discussion/141714?answer=359585,answer,Anyone working on Mac OS 10.15.5 (Catalina),Assignments,Assignment 1,0,False,2020-10-11T01:58:27.264643+11:00,"Link to the download for the Development tools https://developer.apple.com/download/more/

",rrocy,,rrocy,,2345/discussion/141714
https://us.edstem.org/courses/2345/discussion/141967,question,MemoryError,Assignments,Assignment 5,1,False,2020-10-06T15:34:15.450535+11:00,"""MemoryEorror"" encountered when trying to convert the result of the vectorizer.fit.transorm() to array (for subsequent passing to SGDClassifier.fit()) .  Understand that it should be due to the huge size of the vocab (118350).

Any hint?

X = vectorizer.fit_transform(corpus)

X = X.toarray() ...................MemoryError",JeffreyYau,,,,2345/discussion/141967
https://us.edstem.org/courses/2345/discussion/141967?comment=350895,question,MemoryError,Assignments,Assignment 5,2,False,2020-10-06T21:48:25.848857+11:00,Problem solved.  No need to convert toarray().,JeffreyYau,,JeffreyYau,,2345/discussion/141967
https://us.edstem.org/courses/2345/discussion/142283,post,Vocareum Walkthrough,Assignments,Assignment 1,0,False,2020-10-07T03:53:35.269005+11:00,"Hi,

This is my first time using vocareum. Is it only used for submitting the assignments or can we also write and run the program on vocareum.If yes, i am not getting any run option to execute the code. Can anyone just walk me through this vocareum workbench.

",Hemanth09_,,,,2345/discussion/142283
https://us.edstem.org/courses/2345/discussion/142283?comment=351483,post,Vocareum Walkthrough,Assignments,Assignment 1,1,False,2020-10-07T05:24:27.075778+11:00,"Vocareum is not very intuitive. First time for me as well, but what I figured out is that you can upload the program or files that you want, and you can run them like you would using a terminal on your PC or Mac. You should see a list of files / directory on the left, and a terminal prompt on the right (bottom section). You can basically type python3 xxxx and that would execute the program. You can create folders, rename files, upload files from your computer. 

I hope this helps.",Juan_M_Arias,,Hemanth09_,,2345/discussion/142283
https://us.edstem.org/courses/2345/discussion/142283?comment=360909,post,Vocareum Walkthrough,Assignments,Assignment 1,0,False,2020-10-11T23:26:50.390201+11:00,"When you're generating the output.txt file, you'll need to refresh your browser window the first time the file is generated. For every subsequent update you can click on your driver.py file then click back to output.txt to see the update.",allan 5050,,Hemanth09_,,2345/discussion/142283
https://us.edstem.org/courses/2345/discussion/142768,question,When will the Machine Learning course be offered again?,General,,0,False,2020-10-07T13:13:44.932863+11:00,"I'm really enjoying this course - it's really broad and touches a ton of topics, with very interesting reading assignments to go along. I would like to attempt the next course in the Micromasters (Machine Learning) after this, and was wondering about the schedule. Will it be offered sometime in January as part of the Spring semester?",p_george,,,,2345/discussion/142768
https://us.edstem.org/courses/2345/discussion/142768?comment=353118,question,When will the Machine Learning course be offered again?,General,,1,False,2020-10-08T00:18:49.234906+11:00,"Hi p_pgeorge, 

Thank you for your interest and we are still having an internal discussion about the schedule next year. Sorry I do not know the plan for 2021 yet, but once it is finalized, it will be updated on the edX site. We will keep you posted. Thank you for your patience. 



Cheers, 

Shu-Yi",Shu-Yi,admin,p_george,,2345/discussion/142768
https://us.edstem.org/courses/2345/discussion/142801,question,Good resource for more programming challenges,General,,0,False,2020-10-07T13:59:00.472405+11:00,"We're learning a lot of concepts in each lecture, but only implement a small part of it in code. I understand that this is because of logistic limitations of the grading platform, but was wondering if there are good resources for more problems without the grading option. Some place where a  problem statement along with a good dataset is readily available. Do share if anyone finds any resources.",p_george,,,,2345/discussion/142801
https://us.edstem.org/courses/2345/discussion/142801?answer=353432,answer,Good resource for more programming challenges,General,,1,False,2020-10-08T04:16:01.157857+11:00,Kaggle has a bunch of great data science problems for you to practice more Machine Learningrelated problems!,Tanvi Hisaria,admin,p_george,,2345/discussion/142801
https://us.edstem.org/courses/2345/discussion/143086,question,Dumb Question about the solution,Assignments,Assignment 1,0,False,2020-10-07T21:52:39.215241+11:00,"Hi, 

I have a really simple question about the puzzle. The solution showed for the puzzle in the example is:

0,1,2,3,4,5,6,7,8

Is this the only solution to consider for this project?

For example 1,2,3,4,5,6,7,8,0 is not a correct solution, right? 0 must always be at the start (?).

Thank you!

",RLZZ,,,,2345/discussion/143086
https://us.edstem.org/courses/2345/discussion/143086?answer=353435,answer,Dumb Question about the solution,Assignments,Assignment 1,2,False,2020-10-08T04:18:52.791491+11:00,"Yes, for this assignment consider 0,1,2,3,4,5,6,7,8 to be the only goal state.",Tanvi Hisaria,admin,RLZZ,,2345/discussion/143086
https://us.edstem.org/courses/2345/discussion/143097,post,psutil has no max memory function,Assignments,Assignment 1,0,False,2020-10-07T22:34:12.466924+11:00,"Memory usage measurement is of course optional, but I found that Windows users must install and use psutil (a standard Python library) to get memory usage because the skeleton code's provided ""import resource"" only works on MacOS / Linux systems. However psutil doesn't have a peak memory measurement function like resource does, so I'd have to use a 3rd party library.

My problem now though is how the instructions imply there's a lot of risk in trying 3rd party libraries:

The FAQ says under Q. (Windows Users) Is there ""resource"" module in Windows?, ""one possible workaround is to use third-party module only if the machine is Windows:""

However this contradicts the lesson instructions which state: ""In particular, do not use third-party libraries and packages. We do not guarantee that they will work on the platform, even if they work on your personal computer. For the purposes of this project, everything that comes with the standard Python library should be more than sufficient.""

I couldn't find any standard Python libraries that support peak memory measurement for Windows. Because of how strict the lesson instructions are everywhere, I don't feel comfortable trying any 3rd party libraries and risking that the grader errors out on them. Perhaps the lesson could include a supported 3rd party memory library for Windows users that it can guarantee won't fail in the grader?

",allan 5050,,,,2345/discussion/143097
https://us.edstem.org/courses/2345/discussion/143097?comment=353066,post,psutil has no max memory function,Assignments,Assignment 1,1,False,2020-10-07T23:38:25.20164+11:00,"Can you try coding this part in Vocareum itself? Since it doesn't count towards the final score, I think some inaccuracy would be acceptable.",p_george,,allan 5050,,2345/discussion/143097
https://us.edstem.org/courses/2345/discussion/143097?comment=353079,post,psutil has no max memory function,Assignments,Assignment 1,1,False,2020-10-07T23:52:28.661224+11:00,"Interesting idea, thanks! I might try this. Vocareum is in the cloud and likely Linux based, so resource might work there. I've been developing on a local IDE in Windows so I haven't yet tested this.

",allan 5050,,p_george,,2345/discussion/143097
https://us.edstem.org/courses/2345/discussion/143097?comment=364061,post,psutil has no max memory function,Assignments,Assignment 1,1,False,2020-10-13T14:53:15.013479+11:00,"Hi there,

I think you'll be fine with the psutil library to get information. Can you try and see if this works?

import psutil

print(""Memory usage: {}"".format(psutil.Process().memory_info().rss))
",Ashvin,admin,allan 5050,,2345/discussion/143097
https://us.edstem.org/courses/2345/discussion/143097?comment=364620,post,psutil has no max memory function,Assignments,Assignment 1,0,False,2020-10-13T23:20:25.65678+11:00,"I've been using this, but doubt it measures actual peak usage across the entire session. I think it only measures memory usage when the line of code is run.

I tried doing peak_wset for memory_info() per this documentation, but it didn't work.

Anyhow, I'm done with the assignment and got 100% since memory wasn't graded. However, perhaps a future version of the course can offer a working peak memory monitoring method for Windows users. :-)

",allan 5050,,Ashvin,admin,2345/discussion/143097
